Cancer,geneA,geneB,p-Value,Log Odds Ratio,Association
Lung Squamous Cell Carcinoma,PTPN6,ARHGEF10L,0.488976779,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,TIAM1,0.118862883,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,ZBTB33,0.904494382,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,PTPN6,RALBP1,0.231691789,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,FOXO4,0.870440262,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,CUX2,0.04333646,2.20949467,Tendency towards co-occurrence(Significant)
Lung Squamous Cell Carcinoma,COL18A1,ARHGEF10L,0.279341563,1.36219681,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,COL18A1,TIAM1,0.377556393,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,ZBTB33,0.95505618,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,COL18A1,RALBP1,0.487867549,0.545386299,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,FOXO4,CUX2,0.870440262,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,ARHGEF10L,0.885983839,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,TIAM1,0.697871401,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,ZBTB33,0.983146067,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,FOXO4,RALBP1,0.780981112,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,ARHGEF10L,0.720658437,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,TIAM1,0.222383852,1.034896474,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,CUX2,ZBTB33,0.95505618,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,CUX2,RALBP1,0.01731515,2.160183306,Tendency towards co-occurrence(Significant)
Lung Squamous Cell Carcinoma,ARHGEF10L,TIAM1,0.572436137,0.287682072,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,ARHGEF10L,ZBTB33,0.960674157,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,ARHGEF10L,RALBP1,0.442199687,0.705886206,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,TIAM1,ZBTB33,0.887640449,#NAME?,Tendency towards mutual exclusivity
Lung Squamous Cell Carcinoma,TIAM1,RALBP1,0.055639757,1.30833282,Tendency towards co-occurrence
Lung Squamous Cell Carcinoma,ZBTB33,RALBP1,0.921348315,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,COL18A1,0.406200391,-0.478035801,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,FOXO4,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,CUX2,0.464911678,0.191268343,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,ARHGEF10L,0.127113109,-1.375006401,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,TIAM1,0.259557149,-1.049422044,Tendency towards mutual exclusivity
Ovarian Serous Cancer,PTPN6,ZBTB33,0.302471368,1.640328399,Tendency towards co-occurrence
Ovarian Serous Cancer,PTPN6,RALBP1,0.049559485,0.77908961,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,COL18A1,FOXO4,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,CUX2,0.6602691,-0.201324504,Tendency towards mutual exclusivity
Ovarian Serous Cancer,COL18A1,ARHGEF10L,0.095924104,1.195703413,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,TIAM1,0.207265383,1.008098281,Tendency towards co-occurrence
Ovarian Serous Cancer,COL18A1,ZBTB33,0.88915009,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,COL18A1,RALBP1,0.04117513,1.197750009,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,FOXO4,CUX2,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,ARHGEF10L,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,TIAM1,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,ZBTB33,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,FOXO4,RALBP1,1,Infinity,Tendency towards co-occurrence
Ovarian Serous Cancer,CUX2,ARHGEF10L,0.241700789,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,TIAM1,0.347867486,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,ZBTB33,0.871308017,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,CUX2,RALBP1,0.000902308,1.769536332,Tendency towards co-occurrence(Significant)
Ovarian Serous Cancer,ARHGEF10L,TIAM1,0.633563076,0.058410762,Tendency towards co-occurrence
Ovarian Serous Cancer,ARHGEF10L,ZBTB33,0.877235282,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,ARHGEF10L,RALBP1,0.082091676,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,TIAM1,ZBTB33,0.907172996,#NAME?,Tendency towards mutual exclusivity
Ovarian Serous Cancer,TIAM1,RALBP1,0.527570694,0.189085957,Tendency towards co-occurrence
Ovarian Serous Cancer,ZBTB33,RALBP1,0.215189873,2.07586372,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,COL18A1,0.478955454,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,FOXO4,0.640892374,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,CUX2,0.540810962,0.33514861,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,ARHGEF10L,0.578104127,0.223143551,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,TIAM1,0.695681658,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,PTPN6,ZBTB33,0.521044546,0.395612812,Tendency towards co-occurrence
Prostate Adenocarcinoma,PTPN6,RALBP1,0.615017837,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,FOXO4,0.537452163,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,CUX2,0.726028128,-0.029852963,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,ARHGEF10L,0.003056801,1.972343406,Tendency towards co-occurrence(Significant)
Prostate Adenocarcinoma,COL18A1,TIAM1,0.397348723,0.814192862,Tendency towards co-occurrence
Prostate Adenocarcinoma,COL18A1,ZBTB33,0.35790119,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,COL18A1,RALBP1,0.507408253,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,CUX2,0.518683992,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,ARHGEF10L,0.025777393,1.84582669,Tendency towards co-occurrence(Significant)
Prostate Adenocarcinoma,FOXO4,TIAM1,0.736330052,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,FOXO4,ZBTB33,0.462547837,0.58451334,Tendency towards co-occurrence
Prostate Adenocarcinoma,FOXO4,RALBP1,0.663633716,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,ARHGEF10L,0.659586047,-0.202524264,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,TIAM1,0.585432669,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,ZBTB33,0.337449693,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,CUX2,RALBP1,0.511921585,0.425465775,Tendency towards co-occurrence
Prostate Adenocarcinoma,ARHGEF10L,TIAM1,0.552301715,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,ARHGEF10L,ZBTB33,0.316022481,0.666478933,Tendency towards co-occurrence
Prostate Adenocarcinoma,ARHGEF10L,RALBP1,0.451428584,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,TIAM1,ZBTB33,0.397348723,0.814192862,Tendency towards co-occurrence
Prostate Adenocarcinoma,TIAM1,RALBP1,0.715749399,#NAME?,Tendency towards mutual exclusivity
Prostate Adenocarcinoma,ZBTB33,RALBP1,0.021542645,1.916922612,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,PTPN6,COL18A1,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,FOXO4,0.19648883,1.033015006,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,PTPN6,CUX2,0.254872518,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,ARHGEF10L,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,TIAM1,0.337559139,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,ZBTB33,0.684526025,-0.139636637,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,PTPN6,RALBP1,0.19648883,1.033015006,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,FOXO4,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,CUX2,0.674544385,-0.164828399,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,COL18A1,ARHGEF10L,0.583070332,0.200041369,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,TIAM1,0.377297989,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,COL18A1,ZBTB33,0.271558091,0.782759339,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,COL18A1,RALBP1,0.032174226,1.703348512,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,FOXO4,CUX2,0.337042632,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,FOXO4,ARHGEF10L,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,TIAM1,0.578544661,0.213978877,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,ZBTB33,0.227789567,0.921988753,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,FOXO4,RALBP1,0.497148001,0.46163538,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,CUX2,ARHGEF10L,3.85047E-05,2.521274294,Tendency towards co-occurrence(Significant)
Papillary Thyroid Carcinoma,CUX2,TIAM1,0.254872518,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,CUX2,ZBTB33,0.221375397,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,CUX2,RALBP1,0.275552043,0.773667557,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,ARHGEF10L,TIAM1,0.622702011,0.0831339,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,ARHGEF10L,ZBTB33,0.341243257,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,ARHGEF10L,RALBP1,0.539529638,0.330854244,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,TIAM1,ZBTB33,0.09607653,1.176031888,Tendency towards co-occurrence
Papillary Thyroid Carcinoma,TIAM1,RALBP1,0.421455339,#NAME?,Tendency towards mutual exclusivity
Papillary Thyroid Carcinoma,ZBTB33,RALBP1,0.614444008,0.108213585,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,COL18A1,0.498642535,-0.561087459,Tendency towards mutual exclusivity
Uterine Corpus Endometrial Cancer,PTPN6,FOXO4,0.19286376,0.840552472,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,CUX2,0.235865392,0.719122667,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,ARHGEF10L,0.042879732,1.210941474,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,PTPN6,TIAM1,0.349907902,0.459532329,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,ZBTB33,0.214081427,0.778304989,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,PTPN6,RALBP1,0.553601007,0.13872621,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,FOXO4,0.023446404,1.406913648,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,COL18A1,CUX2,0.122319237,0.925399448,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,ARHGEF10L,0.546949396,-0.24442095,Tendency towards mutual exclusivity
Uterine Corpus Endometrial Cancer,COL18A1,TIAM1,0.215415405,0.654028764,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,COL18A1,ZBTB33,0.028919682,1.337260027,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,COL18A1,RALBP1,0.139181562,0.86613741,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,FOXO4,CUX2,0.290942489,0.583650154,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,FOXO4,ARHGEF10L,0.017435058,1.36045313,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,TIAM1,0.017435058,1.36045313,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,ZBTB33,7.28009E-05,2.322890359,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,FOXO4,RALBP1,0.034496187,1.278874112,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,ARHGEF10L,0.093782223,0.921624078,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,CUX2,TIAM1,0.00671333,1.489151747,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,ZBTB33,0.0351681,1.271494005,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,CUX2,RALBP1,0.158787678,0.803757052,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,ARHGEF10L,TIAM1,0.005790919,1.416310257,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,ARHGEF10L,ZBTB33,0.004977544,1.563393974,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,ARHGEF10L,RALBP1,0.110064337,0.859132318,Tendency towards co-occurrence
Uterine Corpus Endometrial Cancer,TIAM1,ZBTB33,1.29672E-05,2.339334635,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,TIAM1,RALBP1,0.035166613,1.15046565,Tendency towards co-occurrence(Significant)
Uterine Corpus Endometrial Cancer,ZBTB33,RALBP1,0.001740056,1.807263656,Tendency towards co-occurrence(Significant)
